100000 100000
S 5393 5332
H 28468 26346
H 7383 10952
A 28977 29017
S 13870 27476
S 25868 23799
S 26366 7653
S 14807 31904
S 11957 29032
S 11222 7973
A 6027 22009
S 24040 21765
A 532 2997
S 23084 30290
S 25257 8177
S 15296 237
H 154 2365
S 30211 21072
S 5403 10232
A 624 27840
S 31859 29805
H 11797 19873
A 5589 25762
A 6537 27126
S 32482 25449
A 3214 17781
S 7640 24407
S 30709 12472
S 31169 21403
H 3830 16864
H 16978 1537
H 26070 20442
A 12598 23673
A 10847 20318
S 11509 29176
S 27534 12615
A 17814 22967
H 10957 653
H 7830 20525
A 13170 21805
H 9792 19435
S 4333 11041
H 6154 22165
S 23303 12075
H 17106 8806
S 26865 25388
S 17725 29399
S 30478 18993
S 30510 31155
A 1424 14281
H 1683 7737
H 26319 32406
A 6986 28114
S 29576 16066
H 13442 712
A 677 5755
H 23348 25528
S 12308 14018
S 31088 24006
A 29130 31838
A 317 10290
H 4368 27483
A 19289 24010
A 13155 20481
H 19208 21334
A 11526 13975
A 25188 26480
A 9934 32125
S 31964 17732
S 19929 15749
S 17688 28663
A 7978 12961
S 13414 17117
S 14953 17198
H 19353 21567
A 20008 20112
S 13626 89
S 30086 7124
H 12439 23975
S 4624 10137
H 15756 4878
S 7706 15469
S 3865 23951
S 29462 17241
A 22142 24362
H 23698 8799
H 26646 3198
A 23517 23823
S 6332 4258
S 2444 3964
H 7764 1680
A 22078 22860
S 11072 24950
A 22080 31175
A 1157 4390
S 28048 28041
S 26559 18885
H 6982 12873
A 5576 22943
H 17009 22474
H 29012 21813
H 20422 26902
S 20347 32350
A 6003 18137
S 12127 13205
A 12035 12386
S 30641 24207
S 929 11817
H 27653 19813
A 3204 9860
S 12978 5752
A 1182 13214
H 23274 8102
S 1551 16289
H 32037 23184
S 27371 9391
S 1073 27363
S 5321 21937
S 14215 19674
A 8637 22904
A 383 20404
S 11022 31066
A 4941 17405
S 29906 19280
A 11392 16704
S 22962 12488
S 5756 6016
S 5428 1513
H 4243 1052
S 16694 2093
H 4892 23449
S 20943 26150
H 19673 5187
S 1582 25720
A 4215 22200
H 10325 27164
S 29027 28524
S 3825 31320
H 17865 22813
H 15307 27889
S 15849 25955
S 30338 9587
S 32131 26466
S 13967 12472
S 23170 24018
H 24766 7139
S 817 24022
H 7079 6800
S 21665 20815
S 7111 14833
S 19917 8950
S 4940 31999
S 7251 16807
H 15024 25108
S 1507 4500
A 3211 32438
S 32182 15720
S 5481 11564
A 6055 12928
S 24361 23193
S 21181 15028
H 23020 26362
H 29523 27514
S 23615 29323
S 26914 21828
H 6824 4835
S 6086 20316
S 30071 29972
S 22698 15290
A 1581 29926
H 17242 31618
A 11006 19933
A 17823 22571
S 13337 23257
H 26373 11901
H 10684 24414
S 19339 32748
S 13122 8683
A 1016 14258
A 16629 18082
S 3121 13979
S 17700 13398
S 31201 490
A 21810 27467
S 7888 20593
H 29324 31587
S 25469 25341
S 9550 28391
S 23451 32710
S 25989 419
S 12285 19005
H 13381 4371
S 16243 6629
H 13442 16746
S 17085 19460
S 23834 27374
H 25574 7953
H 2765 23439
S 29598 30756
S 5143 26322
H 18284 20951
H 23087 12899
S 25051 20822
A 14312 31122
A 25056 27029
H 480 9454
S 26926 24034
S 20477 10248
S 16700 11338
H 5808 26225
H 5411 15759
H 8499 22486
A 10905 31647
A 11799 14454
H 11963 28877
A 7937 19737
H 31589 8502
H 8377 15101
S 16452 15648
A 2803 27486
A 18150 26162
A 22173 26724
S 11127 23247
S 12641 13005
H 27630 16902
H 13327 20020
H 11730 22477
S 17336 24906
H 7903 11394
S 10291 10676
A 23527 28471
S 7692 20943
S 9186 24346
S 25357 2696
A 14895 30405
S 17374 13832
S 13667 4472
H 22127 32747
H 8694 31656
S 8234 1583
A 21199 32069
S 14370 16941
S 31226 20274
H 21684 17194
S 29585 13619
H 29015 5230
A 850 2743
S 9363 26338
S 23113 6990
H 10063 23195
H 25519 10646
S 17917 7909
S 1102 643
S 18761 8105
S 31244 29775
H 10068 11583
S 29031 18289
S 20396 2064
S 17673 15727
S 29553 2965
S 16324 27758
S 6260 27787
A 13194 24510
H 24880 11394
A 1244 22594
H 3297 6413
H 15248 27047
A 6715 30517
A 9951 31662
S 31838 27654
A 8679 21334
H 17691 22859
H 7035 309
H 22703 20951
S 10415 20857
S 32379 2793
S 28369 11311
H 16222 22674
S 12959 32448
H 19902 24862
H 26548 6673
S 31847 22517
S 31031 1526
S 24772 19063
S 7309 6803
S 29217 27049
S 12213 15060
H 6904 20962
S 27924 12924
S 4719 11702
S 31963 32642
H 17309 17351
H 12365 431
H 21800 5962
S 3470 31936
S 24409 20836
H 21190 22646
H 22467 15787
A 19891 26453
S 258 20072
S 24846 2061
A 4678 28024
H 25414 32440
S 7591 25811
S 14968 14961
H 19824 30247
S 18363 12540
H 12257 23309
S 26641 23914
S 17956 28602
S 7065 4097
S 13915 18500
S 21470 27862
S 10776 29892
H 4179 984
H 22943 21257
H 23642 10296
A 3227 22974
S 1129 26230
S 17699 22061
S 46 32640
S 7027 16863
A 11711 29852
H 32659 2009
S 7730 17179
S 11238 8490
S 28221 16389
S 20064 32492
S 1444 25406
H 22474 7192
A 3793 11943
A 12953 28808
S 21159 19054
S 2750 3193
S 23485 21553
S 15527 20544
S 21246 8019
A 21461 32635
S 24982 11860
S 28222 907
H 28425 31165
S 32064 21280
H 16697 5521
H 11842 3276
H 21247 22263
S 20090 14014
H 7292 10452
S 8936 16790
S 21613 22859
A 21177 23736
S 21537 17229
S 4782 21401
H 20462 7893
A 2881 7629
A 5166 18263
S 26285 31171
H 31531 15243
S 15942 1380
H 27276 19110
H 6173 22419
S 26390 8844
A 7181 13582
A 4020 17379
S 21800 16063
S 11874 2729
S 11358 21826
S 27316 30829
S 26867 9993
H 3141 6705
H 27626 21401
S 25783 24088
H 13034 30814
S 22385 26112
S 12362 32763
S 19062 31368
S 14667 816
H 7503 4042
A 7078 26525
A 20099 29994
H 8949 17172
S 22910 4003
H 11173 2618
S 7893 12658
A 9329 18334
A 1419 29906
S 24727 5269
S 20639 30282
S 11329 24444
H 31985 10711
S 480 17198
A 15221 20922
S 23144 25041
S 29010 1978
A 11175 26947
S 22240 28053
S 3897 12755
S 27383 17557
S 4543 22537
H 25122 21889
S 7523 22695
H 4485 2404
A 8747 9173
S 9111 10465
H 27452 20860
S 14593 15115
H 32475 30595
H 585 15871
S 3918 25573
S 28422 17064
A 5399 22451
A 8829 21972
S 13343 10363
A 1093 24858
S 19231 1366
H 2172 9469
H 20292 5043
H 20028 22993
S 16104 11411
H 26507 21518
A 8956 30632
S 7482 215
S 16461 24002
S 15856 7769
H 26392 2077
A 8850 30750
A 2990 29553
S 5397 13
S 29458 28364
S 17182 10252
A 10504 10616
H 14336 27015
S 2255 14482
A 4599 16196
S 19539 12356
S 21677 19269
H 30862 19165
S 28530 17846
S 23689 16112
S 22442 29453
H 7202 19302
H 2141 3817
S 23737 4326
A 9816 24050
H 9406 26309
S 12666 6022
H 5053 6725
H 22798 9732
H 7167 32081
H 23355 6696
A 10200 26100
A 1850 16746
S 25657 21053
A 6591 26467
H 5924 23638
H 29428 3484
A 6383 17414
H 32013 19730
S 14649 28238
S 4091 29362
S 18700 31907
A 6372 13711
S 13857 24694
A 1606 18070
S 3598 32321
S 16593 552
A 7804 12954
H 4722 21982
A 12342 17530
S 6778 1752
A 4334 24442
S 23952 16586
S 32672 14889
S 11658 2020
S 6353 28865
H 4350 12206
H 14121 5863
A 469 12480
H 12824 9023
H 31877 20641
S 18297 11759
A 25023 30256
H 7808 5998
H 10931 2662
S 334 7988
S 29753 14418
H 30717 18980
S 32634 4250
S 11018 18113
H 1787 21484
A 11363 20884
S 15626 17694
H 19839 1616
A 1282 12022
A 6794 20051
S 2795 4807
H 17402 17708
H 21836 3178
A 8679 26472
S 23389 11588
S 23437 16971
A 7634 13130
H 14242 26202
S 19187 25166
A 3488 5286
H 9926 13555
H 3602 3679
S 22125 26646
A 8634 30171
H 23054 24224
S 9926 32381
S 726 21739
S 17035 13062
H 6912 8769
H 14839 23483
H 21471 11306
H 21053 24540
S 29278 637
A 10352 13923
H 11386 11371
S 2556 10248
H 19092 19972
S 28993 22778
H 30137 19177
S 12483 23242
S 14383 13850
H 23717 30590
S 10215 2097
H 30057 3276
S 2721 3168
S 2096 15073
H 4583 2573
H 14315 27719
S 8499 13285
S 16444 25798
H 31436 9906
A 9046 19962
S 16458 4460
S 21140 1914
S 31162 19753
A 3783 25753
S 25309 1790
H 18017 3637
S 8188 30458
S 12813 32270
A 17462 18099
H 9557 4497
S 20837 3871
A 3627 20064
H 7656 2236
H 16918 13386
A 26347 31271
H 692 14143
S 22031 28852
S 10221 1080
S 30592 11177
S 5936 27913
A 6607 11816
S 8111 7049
S 25395 29932
H 8500 14489
S 8198 9315
H 30187 32322
S 31880 30931
H 30375 3687
S 4179 9598
S 28244 28663
H 27667 28941
H 31878 4785
A 3240 19020
H 4208 15817
H 10843 12413
A 7337 26649
A 2298 17330
A 14496 14721
S 11245 3815
S 28375 25726
S 7833 32733
S 8115 23466
S 7102 10716
S 24845 18457
H 17549 16871
S 12935 23315
A 9959 16325
S 27402 21212
H 15271 25939
S 1150 5893
H 25560 25336
H 6429 21510
S 14488 19191
S 10762 12003
S 26311 15120
S 31282 4106
A 22709 27339
H 14769 12481
S 17847 23085
H 15643 6306
H 6892 22768
S 22914 8485
S 16832 14456
A 2331 29486
S 6406 2559
H 1468 22276
S 31688 14252
S 23992 10578
A 25235 32030
H 31932 26615
S 8865 2249
H 1473 8142
S 28513 24089
S 31784 8381
S 3937 18170
S 27036 20383
A 22741 30727
S 15193 17909
S 27649 29634
S 19669 15703
H 4497 18744
H 20237 6427
H 16441 16493
A 17124 19129
S 26435 29793
S 25164 24003
H 154 20662
A 16024 26429
S 31716 27120
S 28826 23317
S 31724 25268
S 9373 7921
A 13493 21266
H 27999 5513
S 17097 2058
H 6034 14662
H 1198 24776
S 1171 15587
A 23630 25978
H 22604 30012
S 13311 25978
S 24748 2672
H 9233 25785
H 14242 19831
S 32710 26045
S 8652 2945
S 27847 1295
A 2741 15207
S 3596 11360
S 29222 5160
H 17559 13777
S 26094 7465
A 11708 29190
S 25521 22065
H 30234 26529
S 5339 12313
H 15497 17980
H 784 22627
A 8869 16373
S 811 21435
S 21709 8234
S 19391 18936
S 4512 6911
A 14982 22859
H 5477 19643
A 27010 28249
A 23081 32475
H 32707 15728
S 27006 23645
S 29450 7454
A 17129 27642
H 1724 15568
S 26199 575
H 2537 4677
H 29749 14029
S 31059 28401
S 7424 3874
H 3000 2736
S 22632 22197
S 7620 850
A 8278 20318
A 16517 26852
A 18046 22059
S 10285 31946
S 31550 6199
S 12930 24064
S 21236 20523
H 859 1823
H 4896 4193
H 6891 21243
S 25311 9957
S 7382 17130
S 12966 32720
A 3617 4152
S 23883 24486
S 46 9129
S 14518 12996
S 24963 20687
A 5846 20483
S 19846 15397
A 10157 15380
S 19259 26989
S 21388 2120
H 22369 5382
S 4316 8890
H 28937 30124
S 31492 10015
S 29613 27059
S 6215 18079
S 18690 20737
S 23227 644
A 19469 26479
H 3228 2216
S 25615 27489
S 4783 20968
S 14698 19121
S 20337 513
S 16280 1086
S 2111 17827
S 30395 30403
A 2498 22183
S 3191 1473
S 31553 14239
S 14099 25501
H 26793 28475
S 5915 31816
A 6501 24898
H 27372 32259
A 9733 24159
A 15611 26146
A 11209 17051
S 16563 21980
A 9074 13126
S 6973 22408
H 15068 9936
H 11411 14037
A 25795 29768
S 25254 11999
S 17527 29127
S 901 1846
S 18132 27790
H 31941 21804
S 24632 8979
H 30104 2307
H 29846 21270
H 28250 18135
S 28193 14880
A 22870 29564
S 5335 22641
S 8972 24740
S 11122 26530
A 18940 19285
H 806 20712
H 3659 11502
S 18883 14394
H 2237 29005
S 19981 18627
S 19842 11557
H 25700 9321
S 25626 3152
H 2584 31574
H 14209 23433
S 28665 12730
H 19745 3854
S 17671 26955
S 1320 24872
S 80 4395
S 23722 32566
H 5458 6705
A 15381 32600
H 133 26331
S 14774 29937
A 477 21829
A 20969 24086
H 14680 9977
S 15806 24071
S 15868 23936
H 17664 10878
A 13292 16845
S 25661 24371
S 30121 31968
S 2293 20202
H 13829 10686
S 20863 28610
H 9731 27386
A 2234 11007
S 20572 718
S 31915 2930
A 15882 23232
H 13444 32112
A 438 16579
S 18702 5768
H 921 15246
S 24749 25150
S 24158 3192
H 6826 20531
H 30883 31099
H 16149 17411
S 3937 25840
A 12798 28448
S 15537 18654
A 8069 15285
S 807 27253
S 23319 17501
S 9883 18718
S 14351 17904
S 6803 20689
S 15318 115
S 4742 2749
S 8601 18831
S 6827 30819
S 19843 30397
H 8221 17575
S 12652 28361
S 1393 21393
S 19858 31502
S 23827 17590
S 16684 23901
H 13573 1396
S 12724 13699
S 6104 26505
H 24890 3553
S 5368 9662
S 27425 2213
S 22170 9095
A 7191 12152
S 5618 21998
S 1316 26050
S 11902 29486
H 4891 466
A 5047 14214
H 27367 11148
S 30495 10912
S 24663 24425
S 17492 29869
H 24703 27378
A 1135 5703
H 27079 29689
S 7264 14128
H 31546 11838
S 24556 29095
A 4540 23360
H 10674 21661
S 9511 7791
H 18029 31003
S 28807 9207
S 23342 179
S 30694 8920
H 22285 12789
S 873 29456
S 16821 16963
H 31410 22265
A 9592 16047
H 31930 17200
H 11131 4379
S 4011 29340
A 9239 21203
S 8536 31855
A 9523 22955
S 7272 52
S 23248 22971
H 24403 24654
S 11320 25368
H 14780 32113
S 5459 11600
H 2517 1528
A 4505 24581
S 30407 16935
H 13847 14224
H 26198 25277
H 15160 17584
S 31552 18784
S 22502 23828
S 30465 6859
S 17371 10675
S 5377 14527
H 7887 22423
S 11872 5677
S 23731 8379
H 31955 16919
A 1705 14988
A 5641 30799
H 25700 20307
A 15179 24187
H 6599 16099
S 17438 17941
S 12998 6244
A 2152 28676
S 3068 25111
H 31752 1627
S 4225 9567
S 9294 13312
S 30161 9339
S 5587 26925
S 1263 27820
H 17622 20936
S 11269 29381
A 8554 10440
S 5682 24915
A 1909 32455
A 1755 28485
H 13525 23794
A 14313 22419
S 12097 22482
S 28716 19421
A 1792 18278
S 25117 27836
S 31465 3109
H 25469 4466
H 26383 12580
A 4985 30529
H 31921 22468
S 8863 6742
S 31348 5762
S 12044 22204
A 4594 6119
S 5208 21027
S 2174 841
H 15694 25649
S 14723 8703
S 22989 13919
S 3005 3700
A 5515 17773
A 5293 31135
S 31674 16070
H 15541 27177
H 15650 7691
S 9869 14729
H 5101 20697
A 455 17399
S 19154 6130
S 3415 23635
H 12040 2726
H 28763 29009
S 13800 9073
A 908 32405
S 25206 28889
S 19282 9290
H 8560 9936
A 17178 26806
H 21166 19459
H 10922 9363
S 27896 7133
A 1750 3031
S 9639 16681
S 14450 18609
S 22435 5783
S 5584 28262
H 7578 29072
S 12016 11138
S 16782 28955
H 3458 15193
H 22527 11719
H 1041 23026
S 10086 18638
S 6495 11656
S 27841 2036
H 28176 29944
H 13385 14539
H 27961 27051
S 27075 20834
A 983 11626
S 1501 32143
S 27470 17977
H 26263 20299
A 18433 29331
A 28130 32431
H 17556 6789
H 11389 13026
H 8590 30896
S 17102 29960
H 9281 27670
A 8355 11930
S 7499 25649
S 15015 31272
S 12958 5702
S 20089 21215
S 13537 1232
A 14369 24827
H 31501 18462
A 9090 10438
H 12431 13177
S 6651 4025
S 343 29807
S 26184 2342
H 27803 12813
H 2405 9792
S 4666 4148
S 19743 21341
H 22525 24404
H 11742 21126
S 6962 15143
H 3647 12857
H 6217 31554
H 29517 28224
S 5510 11937
S 2860 21792
H 32477 30574
H 15969 20947
S 20629 3766
H 4087 11470
H 15180 4047
H 11053 2171
S 10082 31120
A 7339 15736
S 30473 10168
S 12798 20921
H 27998 28940
S 8141 10062
H 18007 10005
H 20095 7169
S 7797 31378
A 11538 25168
H 6768 21479
H 1296 25763
S 7771 4409
H 10337 15701
S 8435 25597
H 25186 10490
A 4887 17946
S 9484 26712
S 15507 17140
H 20822 21715
S 9935 10996
S 9753 25910
S 765 18544
H 25367 23072
H 15573 25345
H 5630 4222
S 27657 23195
S 25974 24029
H 26098 30230
A 4766 11638
S 7717 14558
S 25477 9793
S 8177 16897
A 16752 18818
S 1021 27359
H 27766 13864
A 9759 11375
A 19023 24667
H 5998 4026
H 15541 16832
S 2785 17723
H 9655 7251
H 3501 2435
A 9539 26738
A 25062 31150
S 1539 29484
S 20658 16634
S 19796 24595
S 25550 22451
H 193 574
A 29162 32144
A 10796 32075
H 31337 23051
H 6665 4145
H 541 3482
H 18742 17732
A 5329 17940
A 1093 27068
H 31389 15059
A 18533 29846
S 15361 2718
H 32296 14258
H 9135 18199
A 6351 10098
S 28614 32736
S 8431 1101
S 9278 27998
H 26503 3854
A 21545 26743
S 6875 31673
H 9917 8950
S 18618 24656
H 32553 19345
S 4590 13284
S 16220 5380
H 268 26557
A 14791 15695
S 10980 1923
A 7741 32623
A 2356 28323
S 54 12663
H 28788 20583
S 25115 12512
H 10198 23940
A 3427 29784
S 5832 3330
H 32322 28918
H 15776 18374
H 18971 22922
A 15668 22329
S 10671 31437
S 8103 19609
A 10822 32283
S 24655 602
S 31109 4529
H 7171 31015
S 11449 20902
S 5623 20120
H 19428 13037
S 1192 6146
S 15587 3853
A 7686 12134
A 18141 18689
A 6601 23687
S 28197 5387
S 29933 32600
A 30872 31524
H 740 796
S 5616 379
H 1726 2866
A 1219 21756
H 30969 3010
H 6185 9181
A 2143 30251
H 2877 17051
A 7628 23321
S 26356 11765
H 3340 27008
H 13314 7357
S 31821 3517
S 5570 10916
H 5138 23356
H 3161 16704
A 1971 28795
H 19352 22277
H 2761 30790
S 8508 29668
S 25112 7287
A 8353 14795
H 32466 32171
H 776 835
A 2386 24732
S 13046 5337
S 31890 3372
S 7781 28179
A 1555 9284
A 3362 32428
A 18698 21998
H 5750 1178
A 12072 31043
S 17695 9411
H 19784 17169
A 3140 17008
A 649 9116
S 3965 25438
A 2786 24760
H 32616 23675
S 17287 12191
S 6293 18616
S 12687 26500
S 13303 16168
S 25910 22337
S 10720 26006
H 17416 2093
H 18866 30950
A 258 16086
H 14287 14036
S 4944 14413
S 28782 19688
H 1030 9851
S 18775 7878
H 13752 25308
H 26048 27163
S 7932 19572
S 30394 6354
S 3385 28900
A 612 10221
A 18904 30551
A 846 2968
H 16424 20305
S 2576 15901
A 5792 13432
S 6197 7062
A 10231 30265
S 5516 18386
H 13333 12815
S 32267 2161
S 5561 6627
S 25780 27704
H 13439 26800
H 17298 3749
A 31974 32007
A 2669 25273
S 31827 30827
S 15182 19416
A 29779 31839
S 7379 20598
A 27201 28684
H 18970 5034
S 21403 5448
H 4274 32757
S 16071 16458
S 22707 19215
H 6370 17284
S 9255 14122
A 4899 21279
S 15495 24049
S 27313 27238
S 12813 31276
S 1610 26781
H 9151 11014
S 17106 17540
H 22653 30823
S 29044 12196
S 20618 493
H 15691 26301
H 29747 19032
S 31067 3437
A 3983 12203
A 8840 18329
S 30010 9096
H 28715 26595
H 5701 21684
H 11310 21374
H 30942 13510
H 27035 22866
S 13028 740
S 13868 25642
A 15016 21715
S 7496 31060
S 32207 23424
H 26978 5648
S 32673 29763
A 9980 29520
H 13453 27935
S 2694 22778
S 594 32297
A 5938 16449
S 11445 19245
S 29620 15754
A 19875 24414
S 11493 29356
H 2554 7106
S 28966 20220
S 6870 18479
A 1078 4420
A 6080 9077
S 8757 24635
S 20431 13116
S 26214 7097
S 9268 22831
H 6800 6183
S 32529 30756
S 23044 25296
H 13060 5084
S 16314 18724
S 768 30826
S 30983 30222
S 11642 5168
S 7881 24550
H 21706 28212
H 13614 18088
A 8269 16967
S 13916 30074
A 3793 5386
A 9884 11177
H 30397 5998
H 28893 20632
A 5840 22619
A 13156 16558
S 25499 27519
S 19192 25128
S 9847 30977
S 2335 28188
H 13601 20731
H 25179 2321
S 32306 1581
A 7665 11615
H 14928 16646
A 10569 26799
H 9210 28597
A 4656 30733
H 3968 10698
S 14037 25113
S 25682 9156
S 14721 25360
S 12328 26902
S 31845 28591
S 25014 5008
S 6798 24248
H 31720 27956
S 18275 1002
S 5072 26066
H 18488 212
S 31450 6154
H 24643 8801
A 20866 25565
S 417 13162
S 27930 16499
S 13856 19380
H 4697 7383
S 2315 8230
S 29075 28127
S 22327 1047
S 20977 31870
S 23794 29957
S 20491 10793
A 283 12713
H 17321 20249
S 12135 28226
H 12913 1464
H 6257 2750
H 16459 28922
S 14254 20865
S 22885 10712
H 18594 23478
H 6931 9248
S 14875 17978
H 6152 5465
S 27366 3321
S 18841 18546
H 25129 14183
H 8965 24425
H 19763 22671
A 7422 24634
S 19163 10864
H 32480 7342
A 16284 20686
S 30810 7396
S 20823 14166
S 6525 17063
S 18565 24487
H 12388 28663
S 3520 3614
H 23283 9540
H 17192 816
S 98 23634
S 3667 13696
A 14738 27331
S 32328 14706
S 16467 939
S 12485 28368
H 7473 4557
S 32051 372
H 18523 11333
S 13787 27436
H 7612 26064
A 46 21589
H 11630 15089
A 15846 27465
S 26878 32158
S 22516 6872
H 17216 23879
A 1999 14387
S 23467 8262
S 20847 23085
S 3947 24612
A 5522 6677
S 6576 11314
S 13749 9218
S 6626 28262
S 1719 17541
H 12734 23682
A 5577 6726
H 18069 13286
H 20550 22756
H 6164 2215
S 32131 29515
H 9316 8374
S 10044 29092
H 1164 14914
S 27504 10349
S 23881 18587
H 15345 24626
H 32744 13630
S 9901 15937
S 13249 6861
S 4012 7206
S 11357 20011
H 4529 3919
S 14715 28141
S 16516 20397
S 5472 10973
H 21577 18213
S 11075 7239
A 11573 26489
A 4784 18756
S 31057 31004
H 7728 11336
S 25810 31322
S 2724 26766
A 177 23148
S 27148 16705
H 14009 31760
S 8117 12411
S 8601 27506
H 32003 20574
S 13844 12305
S 5454 13055
S 14592 7232
A 1167 21984
H 21925 32649
H 30674 9245
H 8281 14437
S 6050 1698
H 16228 22272
S 21486 25602
H 26775 9726
S 19989 14794
S 27676 20359
S 2336 14176
A 13668 17405
A 1742 29008
H 4420 21797
A 903 18957
S 13468 29623
S 12859 21418
S 287 30340
A 22491 26861
A 6580 28175
H 4196 20319
S 22806 18903
H 1298 6073
S 26488 8626
A 5294 24176
S 6740 4878
S 314 17674
S 22712 20986
A 4038 28949
H 2211 5948
S 13048 25413
H 27734 31207
A 3082 15226
A 18760 27525
S 3644 6093
S 18491 18354
S 119 27254
S 3478 15314
H 1690 13842
H 23209 20867
S 14064 2676
S 5665 1127
S 27613 23016
S 10109 7605
S 6919 4938
A 6400 31721
S 3531 11302
S 4517 13928
S 23742 21928
S 30904 2104
H 13114 11650
A 5196 23779
A 6175 16671
S 30420 23332
S 12371 9132
H 25539 27820
H 16551 27619
H 3713 21143
S 10276 1192
A 11960 15833
S 20215 1477
H 30058 26110
S 17772 31856
S 21055 15383
A 14269 22378
S 24277 19703
H 30370 26826
A 4686 10412
H 15582 25808
H 23806 19265
H 31046 26469
S 22684 3495
S 25064 4611
S 31923 19935
H 16491 21050
H 10293 15311
S 4280 25883
S 30512 17806
S 644 17953
H 18460 22798
S 871 30841
A 5693 27241
A 4018 31342
S 30468 13629
H 8057 6465
A 9860 21722
S 10174 6750
A 13130 25137
S 11848 19994
H 5175 6084
A 6732 15821
A 21302 23301
H 7853 16932
H 3554 18413
S 5376 1401
H 26995 18089
S 15344 20538
S 18829 7345
A 5083 20107
H 12747 8619
A 1521 10857
A 5604 18453
S 328 22516
S 550 23364
S 5784 22959
H 13003 21255
S 9891 8399
S 31684 12709
S 16505 4600
S 12110 1966
H 9226 12534
S 30905 22915
S 21195 5717
S 17829 14640
S 31587 10210
H 29098 15584
A 10622 11915
S 13472 12688
S 31405 11720
S 22470 23835
A 6379 18058
S 20591 21419
A 4491 8944
S 7942 9273
H 30464 7660
A 15523 18307
S 24077 10583
H 29864 12661
S 24235 4785
A 24203 27044
S 31936 25736
A 24040 27910
A 10440 13303
H 19795 83
S 26617 2999
H 15104 28464
S 28821 28336
H 28513 20213
S 29277 10783
S 27235 1678
H 11364 29592
A 10447 27616
H 10420 10652
A 2101 27037
S 19332 3444
A 5865 9380
H 9967 907
H 1549 24458
S 1388 25484
S 20893 16351
H 11382 13281
H 5869 27712
H 17961 25706
A 2919 3104
S 31670 19082
S 11137 19372
S 25609 21716
H 31684 6072
S 20715 14083
H 31383 18515
S 2695 16134
S 8466 19615
S 31785 10810
S 20958 14615
S 1657 15924
H 20270 17191
H 27313 10917
S 10979 12868
H 24441 25151
S 3436 4291
S 11121 13985
A 13793 16456
A 10165 27280
S 12078 28605
S 15067 4364
S 8006 28468
S 16937 16398
A 15872 28894
S 8683 5157
S 29029 17814
H 20276 9765
S 4597 8798
A 9890 13426
S 31353 21113
S 20376 15092
S 13379 22541
S 31400 12050
S 1759 1718
S 1503 26260
H 26653 194
S 4593 8565
S 17912 2843
H 32284 31091
H 30160 13572
H 4334 793
H 19686 10292
A 5150 18902
H 5153 27383
S 15047 183
H 15749 16728
A 9947 18834
H 3045 31624
A 3511 29389
H 19884 12023
S 9494 4102
S 29153 25819
S 30935 27709
S 10917 1058
S 24402 5212
H 4835 30196
S 17711 12071
S 29930 2907
A 5120 19196
A 20389 28192
S 32249 9219
S 20512 1694
A 8915 24927
S 22992 26295
S 25656 12033
S 17240 32430
A 4250 5860
H 11783 29531
H 14713 32676
S 25988 11684
S 19456 27183
S 4566 31186
S 28135 13980
H 4662 20662
H 23247 7063
S 18082 22619
S 32149 32228
H 8864 27972
A 15842 24147
